,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,type,fuel,transmission
1804,Maruti Swift Vdi BSIII,325000,2010,Dealer,First Owner,79357,NaN,Four Wheeler,Diesel,Manual
1805,Ford Figo Diesel EXI,409999,2012,Individual,First Owner,28000,NaN,Four Wheeler,Diesel,Manual
1806,Hyundai Verna SX CRDi AT,500000,2012,Dealer,Second Owner,72000,NaN,Four Wheeler,Diesel,Automatic
1807,Ford Figo Diesel LXI,225000,2011,Dealer,Second Owner,76736,NaN,Four Wheeler,Diesel,Manual
1808,Maruti Alto LX BSIII,135000,2007,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
1809,Renault Koleos 2.0 Diesel,750000,2012,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Automatic
1810,Maruti Wagon R LXI DUO BSIII,155000,2009,Individual,Second Owner,60000,NaN,Four Wheeler,LPG,Manual
1811,Volkswagen Polo Diesel Highline 1.2L,335000,2012,Dealer,Third Owner,77000,NaN,Four Wheeler,Diesel,Manual
1812,Ford Ikon 1.8 D,114999,2005,Dealer,Fourth & Above Owner,92645,NaN,Four Wheeler,Diesel,Manual
1813,Mercedes-Benz New C-Class 200 CDI Classic,699000,2007,Dealer,Second Owner,101849,NaN,Four Wheeler,Diesel,Manual
1814,Mahindra Bolero DI,110000,2004,Individual,Fourth & Above Owner,120000,NaN,Four Wheeler,Diesel,Manual
1815,Hyundai i20 Asta 1.2,300000,2012,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
1816,Mahindra Scorpio S4 4WD,700000,2014,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
1817,Maruti Ertiga SHVS LDI Option,700000,2017,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
1818,Maruti Alto 800 LXI,210000,2013,Individual,Third Owner,42000,NaN,Four Wheeler,Petrol,Manual
1819,Maruti Ertiga VDI,600000,2012,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
1820,Tata Manza Aura (ABS) Quadrajet BS IV,180000,2012,Individual,Second Owner,155836,NaN,Four Wheeler,Diesel,Manual
1821,Maruti Wagon R VXi BSII,220000,2011,Individual,Second Owner,59000,NaN,Four Wheeler,Petrol,Manual
1822,Chevrolet Spark 1.0 LT,70000,2009,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
1823,Hyundai Creta 1.4 CRDi Base,950000,2018,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
1824,Ford Fiesta 1.5 TDCi Ambiente,800000,2014,Individual,First Owner,20000,NaN,Four Wheeler,Diesel,Manual
1825,Mahindra XUV500 W8 4WD,700000,2012,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
1826,Renault KWID 1.0,265000,2016,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
1827,Volkswagen Polo Diesel Trendline 1.2L,175000,2011,Individual,Third Owner,90000,NaN,Four Wheeler,Diesel,Manual
1828,Mahindra Quanto C6,260000,2012,Individual,Second Owner,89000,NaN,Four Wheeler,Diesel,Manual
1829,Toyota Innova 2.5 VX (Diesel) 7 Seater,950000,2013,Individual,Third Owner,80000,NaN,Four Wheeler,Diesel,Manual
1830,Maruti Swift Vdi BSIII,250000,2009,Individual,Fourth & Above Owner,200000,NaN,Four Wheeler,Diesel,Manual
1831,Mahindra Scorpio S10 7 Seater,630000,2015,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
1832,Tata Nano LX SE,35000,2012,Individual,Third Owner,35000,NaN,Four Wheeler,Petrol,Manual
1833,Renault Duster 85PS Diesel RxL,450000,2013,Dealer,Second Owner,1000,NaN,Four Wheeler,Diesel,Manual
1834,Mercedes-Benz C-Class Progressive C 220d,3800000,2018,Dealer,First Owner,10000,NaN,Four Wheeler,Diesel,Automatic
1835,Audi A4 3.0 TDI Quattro,1580000,2013,Dealer,First Owner,86000,NaN,Four Wheeler,Diesel,Automatic
1836,BMW X5 xDrive 30d xLine,4950000,2019,Dealer,First Owner,30000,NaN,Four Wheeler,Diesel,Automatic
1837,Hyundai Creta 1.6 CRDi SX,535000,2016,Individual,First Owner,52600,NaN,Four Wheeler,Diesel,Manual
1838,Maruti SX4 Vxi BSIV,225000,2012,Individual,Second Owner,110000,NaN,Four Wheeler,Petrol,Manual
1839,Hyundai Grand i10 1.2 Kappa Magna AT,550000,2017,Dealer,First Owner,19890,NaN,Four Wheeler,Petrol,Automatic
1840,Maruti Swift ZXI BSIV,670000,2016,Trustmark Dealer,First Owner,7104,NaN,Four Wheeler,Petrol,Manual
1841,Maruti Ertiga VXI,625000,2015,Trustmark Dealer,First Owner,11918,NaN,Four Wheeler,Petrol,Manual
1842,Hyundai Grand i10 Magna AT,520000,2017,Dealer,First Owner,10510,NaN,Four Wheeler,Petrol,Automatic
1843,Chevrolet Beat LT Option,239000,2016,Dealer,First Owner,41000,NaN,Four Wheeler,Petrol,Manual
1844,Toyota Fortuner 4x2 AT,2600000,2017,Trustmark Dealer,First Owner,47162,NaN,Four Wheeler,Diesel,Automatic
1845,Maruti S-Cross Zeta DDiS 200 SH,750000,2015,Trustmark Dealer,First Owner,45974,NaN,Four Wheeler,Diesel,Manual
1846,Hyundai i10 Magna,229999,2012,Dealer,First Owner,49824,NaN,Four Wheeler,Petrol,Manual
1847,Audi A6 2.0 TDI Premium Plus,1300000,2013,Dealer,First Owner,58500,NaN,Four Wheeler,Diesel,Automatic
1848,Hyundai Santro GS,80000,2005,Dealer,First Owner,56580,NaN,Four Wheeler,Petrol,Manual
1849,Skoda Laura Ambiente 2.0 TDI CR MT,385000,2012,Dealer,First Owner,52000,NaN,Four Wheeler,Diesel,Manual
1850,Hyundai Verna 1.6 VTVT SX,760000,2015,Trustmark Dealer,First Owner,55340,NaN,Four Wheeler,Petrol,Manual
1851,Maruti Swift Dzire VDI,600000,2017,Trustmark Dealer,First Owner,46507,NaN,Four Wheeler,Diesel,Manual
1852,Chevrolet Enjoy TCDi LS 8 Seater,330000,2014,Individual,Third Owner,200000,NaN,Four Wheeler,Diesel,Manual
1853,Maruti Alto LXi,150000,2009,Individual,First Owner,120000,NaN,Four Wheeler,Petrol,Manual
1854,Tata Indigo LS,105000,2008,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
1855,Tata Indica Vista TDI LX,185000,2013,Individual,First Owner,65000,NaN,Four Wheeler,Diesel,Manual
1856,Fiat Grande Punto EVO 1.3 Active,260000,2014,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
1857,Maruti Swift Dzire VDi,450000,2012,Individual,First Owner,33000,NaN,Four Wheeler,Diesel,Manual
1858,Maruti Swift VXI Deca,500000,2016,Individual,First Owner,38000,NaN,Four Wheeler,Petrol,Manual
1859,Maruti Alto K10 2010-2014 VXI,260000,2012,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
1860,Volkswagen Polo Diesel Trendline 1.2L,265000,2012,Individual,Second Owner,55000,NaN,Four Wheeler,Diesel,Manual
1861,Mahindra Thar CRDe,800000,2017,Individual,Second Owner,26000,NaN,Four Wheeler,Diesel,Manual
1862,Tata Safari Storme VX Varicor 400,869999,2016,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
1863,Maruti Baleno Alpha 1.2,690000,2018,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
1864,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,825000,2011,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
1865,Maruti Alto LX BSIII,160000,2006,Individual,Second Owner,63230,NaN,Four Wheeler,Petrol,Manual
1866,Mahindra Scorpio 2.6 SLX CRDe,300000,2006,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
1867,Maruti Wagon R VXI,100000,2005,Individual,Third Owner,100000,NaN,Four Wheeler,Petrol,Manual
1868,Hyundai i20 Asta 1.4 CRDi,530000,2015,Individual,Second Owner,77000,NaN,Four Wheeler,Diesel,Manual
1869,Maruti Swift VXI Optional,360000,2016,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
1870,Maruti Swift 1.2 DLX,220000,2015,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
1871,Maruti Alto 800 LXI,178000,2017,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
1872,Mahindra Thar DI 4X2,515000,2018,Individual,First Owner,5000,NaN,Four Wheeler,Diesel,Manual
1873,Maruti Ritz VXi,300000,2014,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
1874,Tata Indigo LS,105000,2008,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
1875,Tata Indica Vista TDI LX,185000,2013,Individual,First Owner,65000,NaN,Four Wheeler,Diesel,Manual
1876,Tata Indica Vista Quadrajet LS,150000,2012,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
1877,Fiat Grande Punto EVO 1.3 Active,260000,2014,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
1878,Maruti Swift Dzire VDi,450000,2012,Individual,First Owner,33000,NaN,Four Wheeler,Diesel,Manual
1879,Maruti Swift VXI Deca,500000,2016,Individual,First Owner,38000,NaN,Four Wheeler,Petrol,Manual
1880,Maruti Alto K10 2010-2014 VXI,260000,2012,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
1881,Volkswagen Polo Diesel Trendline 1.2L,265000,2012,Individual,Second Owner,55000,NaN,Four Wheeler,Diesel,Manual
1882,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,750000,2017,Individual,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
1883,Mahindra Thar CRDe,800000,2017,Individual,Second Owner,26000,NaN,Four Wheeler,Diesel,Manual
1884,Tata Safari Storme VX Varicor 400,869999,2016,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
1885,Toyota Innova 2.5 G1 BSIV,950000,2012,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
1886,Maruti Baleno Alpha 1.2,690000,2018,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
1887,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,825000,2011,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
1888,Maruti 800 Std,170000,2013,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
1889,Maruti Alto LX BSIII,160000,2006,Individual,Second Owner,63230,NaN,Four Wheeler,Petrol,Manual
1890,Mahindra Scorpio 2.6 SLX CRDe,300000,2006,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
1891,Datsun GO Plus A,315000,2015,Individual,Second Owner,45000,NaN,Four Wheeler,Petrol,Manual
1892,Maruti 800 Std BSII,90000,2006,Individual,Second Owner,40000,NaN,Four Wheeler,Petrol,Manual
1893,Maruti Wagon R VXI,100000,2005,Individual,Third Owner,100000,NaN,Four Wheeler,Petrol,Manual
1894,Tata Indica GLS BS IV,65000,2008,Individual,Third Owner,110000,NaN,Four Wheeler,Petrol,Manual
1895,Hyundai Verna 1.6 CRDI,312000,2012,Individual,Second Owner,90000,NaN,Four Wheeler,Diesel,Manual
1896,Maruti Vitara Brezza LDi,700000,2018,Individual,First Owner,25000,NaN,Four Wheeler,Diesel,Manual
1897,Hyundai Santro Xing XL eRLX Euro III,150000,2005,Individual,First Owner,47000,NaN,Four Wheeler,Petrol,Manual
1898,Renault Fluence 1.5,450000,2013,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
1899,Hyundai Verna Transform CRDi VGT ABS,229999,2010,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
1900,Maruti Swift Ldi BSIII,111000,2008,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
1901,Maruti Swift Dzire VDi,250000,2012,Individual,Second Owner,140000,NaN,Four Wheeler,Diesel,Manual
1902,Ford Freestyle Titanium Plus Diesel,750000,2019,Dealer,First Owner,1001,NaN,Four Wheeler,Diesel,Manual
1903,Ford Figo 1.5P Titanium AT,774000,2017,Dealer,First Owner,1758,NaN,Four Wheeler,Petrol,Automatic
1904,Ford Figo 1.5P Titanium AT,711000,2018,Dealer,First Owner,1452,NaN,Four Wheeler,Petrol,Automatic
1905,Ford Figo 1.5D Titanium MT,600000,2017,Dealer,First Owner,35122,NaN,Four Wheeler,Diesel,Manual
1906,Maruti Swift Dzire VDI,455000,2015,Dealer,First Owner,92621,NaN,Four Wheeler,Diesel,Manual
1907,Datsun GO T Petrol,225000,2015,Dealer,Second Owner,92198,NaN,Four Wheeler,Petrol,Manual
1908,Maruti Swift Dzire VDI,650000,2019,Individual,First Owner,5000,NaN,Four Wheeler,Diesel,Manual
1909,Chevrolet Beat LT,200000,2013,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
1910,Hyundai Creta 1.6 CRDi AT SX Plus,875000,2016,Individual,First Owner,74000,NaN,Four Wheeler,Diesel,Automatic
1911,Skoda Rapid 1.5 TDI AT Ambition BSIV,750000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Automatic
1912,Maruti Swift Dzire AMT VDI,725000,2019,Individual,First Owner,22000,NaN,Four Wheeler,Diesel,Automatic
1913,Maruti Alto LXi,100000,2007,Individual,Second Owner,100000,NaN,Four Wheeler,Petrol,Manual
1914,Tata Hexa XT,1100000,2019,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
1915,Ford Endeavour 3.2 Titanium AT 4X4,2700000,2017,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Automatic
1916,Renault KWID RXT Optional,280000,2016,Individual,First Owner,23000,NaN,Four Wheeler,Petrol,Manual
1917,Tata Indica Vista Aqua TDI BSIII,150000,2009,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Manual
1918,Tata Manza Aura Safire,200000,2010,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
1919,Maruti Ritz VDi,148000,2010,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Manual
1920,Maruti Swift Dzire VXi,254999,2011,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
1921,Maruti Swift Dzire ZXI,360000,2013,Individual,Second Owner,60000,NaN,Four Wheeler,Petrol,Manual
1922,Maruti Alto LX,95000,2006,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
1923,Mahindra Bolero SLE BSIII,185000,2007,Individual,Second Owner,230000,NaN,Four Wheeler,Diesel,Manual
1924,Tata Indica Vista Quadrajet VX,185000,2012,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
1925,Renault KWID RXL,300000,2019,Individual,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
1926,Hyundai Verna VTVT 1.6 SX,800000,2018,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
1927,Maruti Zen LX,60000,2000,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
1928,Fiat Punto 1.2 Active,80000,2010,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
1929,Hyundai Xcent 1.2 VTVT S,500000,2018,Individual,First Owner,8000,NaN,Four Wheeler,Petrol,Manual
1930,Hyundai EON Era Plus,250000,2013,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
1931,Tata New Safari DICOR 2.2 EX 4x2,250000,2010,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
1932,Maruti Wagon R LXI BSIII,125000,2005,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
1933,Maruti Alto LXi BSII,100000,2002,Individual,Fourth & Above Owner,80000,NaN,Four Wheeler,Petrol,Manual
1934,Mahindra Scorpio M2DI,480000,2010,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
1935,Mahindra KUV 100 G80 K2,320000,2018,Individual,Second Owner,30000,NaN,Four Wheeler,Petrol,Manual
1936,Maruti A-Star Vxi,130000,2010,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
1937,Tata Indica DLS,57000,2006,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
1938,Hyundai Santro GLS I - Euro I,75000,2005,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
1939,Maruti 800 DX,60000,2003,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
1940,Maruti Alto LXi BSIII,125000,2008,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
1941,Honda City 1.5 EXI S,105000,2004,Individual,Third Owner,100000,NaN,Four Wheeler,Petrol,Manual
1942,Maruti Wagon R LXI DUO BSIII,125000,2008,Individual,Second Owner,152000,NaN,Four Wheeler,LPG,Manual
1943,Maruti Zen LXI,69000,1998,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
1944,Tata Indigo LX,130000,2012,Individual,Second Owner,90000,NaN,Four Wheeler,Diesel,Manual
1945,Maruti Baleno Zeta 1.2,630000,2019,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
1946,Honda Amaze E i-VTEC,330000,2016,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
1947,Maruti Wagon R VXI BS IV,340000,2014,Individual,Second Owner,15000,NaN,Four Wheeler,Petrol,Manual
1948,Hyundai Santro Xing XG eRLX Euro III,60000,2006,Individual,Third Owner,120000,NaN,Four Wheeler,Petrol,Manual
1949,Tata Safari Storme EX,550000,2014,Individual,First Owner,78322,NaN,Four Wheeler,Diesel,Manual
1950,Maruti Ertiga VDI,480000,2014,Individual,Second Owner,110000,NaN,Four Wheeler,Diesel,Manual
1951,Hyundai Verna 1.6 SX CRDi (O),315000,2013,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
1952,Ford Fiesta Titanium 1.5 TDCi,165000,2012,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
1953,Chevrolet Beat LS,170000,2016,Individual,First Owner,125000,NaN,Four Wheeler,Petrol,Manual
1954,Maruti Baleno Delta 1.2,550000,2018,Individual,First Owner,8000,NaN,Four Wheeler,Petrol,Manual
1955,Volkswagen Ameo 1.2 MPI Trendline,465000,2018,Individual,First Owner,13000,NaN,Four Wheeler,Petrol,Manual
1956,Tata Indica Vista Quadrajet LX,120000,2012,Individual,Third Owner,80000,NaN,Four Wheeler,Diesel,Manual
1957,Hyundai Verna 1.6 Xi ABS,220000,2008,Individual,First Owner,54309,NaN,Four Wheeler,Petrol,Manual
1958,Ford Figo Diesel LXI,180000,2011,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
1959,Chevrolet Aveo 1.6 LT,150000,2006,Individual,Third Owner,34600,NaN,Four Wheeler,Petrol,Manual
1960,Tata Zest Revotron 1.2T XMS,520000,2016,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
1961,Tata Safari Storme EX,430000,2013,Individual,Third Owner,80000,NaN,Four Wheeler,Diesel,Manual
1962,Mahindra Bolero DI DX 8 Seater,300000,2009,Individual,Second Owner,55000,NaN,Four Wheeler,Diesel,Manual
1963,Hyundai Venue SX Opt Diesel,1000000,2020,Individual,First Owner,5000,NaN,Four Wheeler,Diesel,Manual
1964,Honda WR-V i-DTEC VX,725000,2017,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Manual
1965,Hyundai Verna 1.4 EX,500000,2011,Individual,First Owner,31000,NaN,Four Wheeler,Diesel,Manual
1966,Maruti Wagon R LXI BS IV,250000,2011,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
1967,Maruti Swift Dzire VDI,700000,2018,Individual,First Owner,38217,NaN,Four Wheeler,Diesel,Manual
1968,Ford Figo Petrol ZXI,185000,2011,Individual,Third Owner,50000,NaN,Four Wheeler,Petrol,Manual
1969,Maruti Ritz VDi,200000,2011,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
1970,Mahindra Bolero DI,315000,2004,Individual,Third Owner,110000,NaN,Four Wheeler,Diesel,Manual
1971,Tata Hexa XT,1100000,2019,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
1972,Hyundai Santro LP zipPlus,52000,2001,Individual,Third Owner,50000,NaN,Four Wheeler,Petrol,Manual
1973,Hyundai i20 Active 1.2 S,600000,2017,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
1974,Tata Harrier XZ BSIV,1700000,2019,Individual,First Owner,10000,NaN,Four Wheeler,Diesel,Manual
1975,Nissan Terrano XL Plus 85 PS,451000,2015,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
1976,Mahindra KUV 100 mFALCON G80 K8 5str,370000,2016,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
1977,Ford Endeavour 3.2 Titanium AT 4X4,2700000,2017,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Automatic
1978,Renault KWID RXT Optional,280000,2016,Individual,First Owner,23000,NaN,Four Wheeler,Petrol,Manual
1979,Maruti Wagon R VXI BS IV,350000,2017,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
1980,Hyundai i10 Sportz,250000,2011,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
1981,Maruti Alto 800 LXI,204999,2014,Individual,Second Owner,25000,NaN,Four Wheeler,Petrol,Manual
1982,Maruti Ignis 1.2 Delta BSIV,500000,2019,Individual,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
1983,Tata Indica Vista Aqua TDI BSIII,150000,2009,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Manual
1984,Chevrolet Spark 1.0 LS,175000,2010,Individual,Second Owner,45000,NaN,Four Wheeler,Petrol,Manual
1985,Chevrolet Spark 1.0 LS,170000,2009,Individual,Second Owner,44800,NaN,Four Wheeler,Petrol,Manual
1986,Tata Manza Aura Safire,200000,2010,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
1987,Hyundai Creta 1.4 E Plus,800000,2018,Individual,First Owner,52000,NaN,Four Wheeler,Diesel,Manual
1988,Tata Hexa XTA,1200000,2017,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Automatic
1989,Toyota Corolla Altis 1.8 J,400000,2008,Individual,Second Owner,35000,NaN,Four Wheeler,Petrol,Manual
1990,Maruti Ritz VDi,148000,2010,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Manual
1991,Tata Manza Club Class Quadrajet90 LS,200000,2014,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
1992,Maruti Swift Dzire VDI,284000,2016,Individual,Second Owner,40000,NaN,Four Wheeler,Diesel,Manual
1993,Maruti Wagon R VXI Minor,80000,2007,Individual,Third Owner,60000,NaN,Four Wheeler,Petrol,Manual
1994,Chevrolet Beat PS,170000,2014,Individual,First Owner,77000,NaN,Four Wheeler,Petrol,Manual
1995,Hyundai Accent Executive,150000,2011,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
1996,Tata Manza Aura (ABS) Safire BS IV,110000,2010,Individual,Second Owner,77073,NaN,Four Wheeler,Petrol,Manual
1997,Ford Figo Aspire 1.5 TDCi Titanium,400000,2016,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
1998,Hyundai i10 Magna LPG,275000,2013,Individual,Second Owner,90000,NaN,Four Wheeler,LPG,Manual
1999,Toyota Innova 2.5 G (Diesel) 7 Seater,800000,2013,Individual,Third Owner,186000,NaN,Four Wheeler,Diesel,Manual
2000,Mahindra Scorpio M2DI,550000,2014,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
2001,Maruti Alto LX BSIII,125000,2007,Individual,Second Owner,100000,NaN,Four Wheeler,Petrol,Manual
2002,Chevrolet Beat LT,135000,2010,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
2003,Mahindra Scorpio LX BSIV,349000,2012,Individual,First Owner,150000,NaN,Four Wheeler,Diesel,Manual
2004,Maruti Swift VDI BSIV,458000,2014,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
2005,Maruti Alto K10 VXI,300000,2018,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
2006,Maruti Alto LXi,95000,2008,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
2007,Maruti S-Cross Zeta DDiS 200 SH,850000,2018,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
2008,Ford Freestyle Titanium Diesel,750000,2019,Individual,First Owner,25000,NaN,Four Wheeler,Diesel,Manual
2009,Ford Figo Diesel Celebration Edition,190000,2013,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
2010,Maruti Wagon R LXI Minor,150000,2009,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
2011,Hyundai Accent GLE,114999,2009,Individual,Third Owner,106000,NaN,Four Wheeler,Petrol,Manual
2012,Toyota Innova 2.0 VX 7 Seater,320000,2010,Individual,Third Owner,120000,NaN,Four Wheeler,Petrol,Manual
2013,Maruti Alto 800 CNG LXI Optional,300000,2019,Individual,First Owner,120000,NaN,Four Wheeler,CNG,Manual
2014,Maruti Ritz LXi,275000,2016,Individual,First Owner,160000,NaN,Four Wheeler,Petrol,Manual
2015,Chevrolet Aveo 1.6 LT with ABS,140000,2010,Individual,Second Owner,120000,NaN,Four Wheeler,Petrol,Manual
2016,Tata Altroz XZ,830000,2020,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
2017,Volkswagen Polo SR Petrol 1.2L,380000,2013,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
2018,Hyundai i10 Magna 1.2,150000,2010,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
2019,Chevrolet Spark 1.0 LS,50000,2008,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
2020,Mahindra Bolero SLX,155000,2008,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
2021,Mahindra Bolero SLX,155000,2008,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
2022,Skoda Superb 1.8 TFSI MT,300000,2010,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
2023,Maruti Alto 800 LXI,300000,2018,Dealer,First Owner,16584,NaN,Four Wheeler,Petrol,Manual
2024,Tata Tiago 2019-2020 XE Diesel,385000,2016,Dealer,First Owner,38000,NaN,Four Wheeler,Diesel,Manual
2025,Maruti Wagon R LXI,221000,2010,Dealer,First Owner,51000,NaN,Four Wheeler,Petrol,Manual
2026,Tata Tiago 1.05 Revotorq XE,381000,2016,Dealer,First Owner,38000,NaN,Four Wheeler,Diesel,Manual
2027,Maruti Alto 800 LXI,250999,2015,Dealer,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
2028,Hyundai Santro LS zipPlus,60000,2002,Individual,Third Owner,120000,NaN,Four Wheeler,Petrol,Manual
2029,Tata Tiago 1.05 Revotorq XE,380000,2016,Dealer,First Owner,38000,NaN,Four Wheeler,Diesel,Manual
2030,Skoda Laura L n K 1.9 PD,180000,2008,Individual,Third Owner,144000,NaN,Four Wheeler,Diesel,Manual
2031,Maruti Ciaz ZDi Plus,751000,2017,Dealer,First Owner,64000,NaN,Four Wheeler,Diesel,Manual
2032,Mahindra XUV500 AT W10 FWD,1250000,2015,Dealer,First Owner,60000,NaN,Four Wheeler,Diesel,Automatic
2033,Hyundai EON 1.0 Era Plus,229999,2014,Dealer,First Owner,65000,NaN,Four Wheeler,Petrol,Manual
2034,Tata Safari Storme EX,1250000,2019,Individual,First Owner,24000,NaN,Four Wheeler,Diesel,Manual
2035,Mahindra Scorpio VLX 2WD BSIV,782000,2014,Dealer,Second Owner,58000,NaN,Four Wheeler,Diesel,Manual
2036,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,780000,2014,Dealer,Second Owner,58000,NaN,Four Wheeler,Diesel,Manual
